Review Dates,Review Titles,Reviews,Star Ratings
"Feb. 8, 2022",Where do I begin with this disgusting…,I took a display item to check since it was the last one. The lady at self checkout wouldn’t let me purchase it since it was a display…. I don’t understand why not?  What are they going to do with it? Display it again so someone else comes up to buy it?….There were many items that I saw on the floor that were display only but no items to purchase… why even have them on the floor if you won’t let customers buy them?!I’ve worked in customer service for many years and have always sold the display if a customer wanted it especially if it was the last one in the store. Think about all the let over products as a company you would collect if you never sell the display items…. That is just insane!!!,1
"Feb. 8, 2022","Poor communication, lost order, bad service",New process where you buy in store then go to an off site collection point is very poor. Been sat here for 30 mins now waiting. Quick trip to store to pick up items I found online now at 2hrs 11 mins. Been waiting for collection for 45min. People coming in and picking up their stuff before me. Apparently they can't sort mine out because the systems give them the picking order....,1
"Feb. 7, 2022",I would not wish buying a kitchen from Ikea on my worst enemy,"Ordered a daybed and mattress for delivery. 7am on a Sunday morning there was banging at the door with the delivery. By the time we got down the stairs the driver had dumped the boxes in the street and driven off. Not even left a delivery note. Half the boxes for the bed didn’t arrive - 2 out of 3 boxes. Rang customer services immediately. Very helpful lady, got onto delivery team and assured us they would call back before lunchtime after speaking with the van driver to see if they have the other parts. This NEVER happened. They didn’t even bother to speak with the driver. Clearly they just never bothered to put the rest of the boxes on the van. We rang customer services back AGAIN at 3pm to enquire and that’s when we were told no idea where the rest of the goods are, no idea when it can be re delivered etc. requested a full refund and collection of the delivered boxes. Customer service agent specifically asked if we would like a morning or afternoon collection or our day of choosing. We specified afternoon. They came in the morning anyway! I’ve bought from IKEA for over 10 years and have never had a bad experience but this has put me off shopping online with them ever again. Whilst the customer service agents were helpful, they couldn’t tell me where the goods were or when I would get them. This really is not good enough when I’ve paid almost £400 and £40 for the delivery on top. I’m now £400 out of pocket, with no bed, and having to wait for a refund which will also take god knows how long!",1
"Feb. 7, 2022",Another bad experience:- received a…,"Horrible and worst purchase, customer service and delivery.I bough some item, Ikea delivered missing parts of them, I called to customer service and also to America Logistics. They rescheduled twice and never showed up.I waste time waiting this delivery and they didn’t make any follow up.My order number is 404073773.",1
"Feb. 5, 2022",I took a display item to check since it…,"Extremely incomepetent cashiers, rude and confused staff.  They keep forcing you to get an app for booking a trailer even though its absolutely possible to achieve it without the app. However, I didnt get the app. But i did return the trailer (two hours before the deadline even) and checked out, and i saw the staff putting it it the system. For some f reason,  they called me to tell me they didnt receive the trailer back...i might have been fined for it, i really dont know...I will never shop there again. This has become the H&M of the furniture industry.",1
"Feb. 5, 2022",New process where you buy in store then…,"We bought a carbon steel flying pan VARDAGEN at Ikea in the Netherlands, the pan has 25years guaranty, but it got many dents after 3 months of using. We want to know how the guaranty works, so called their customer services. First the automatic voice said 2 min of waiting time, then repeating ""we value your call we will be with you ASA we can"" for more than 35 min ! actually became 40 min now !!! Horrible !!!   Westing time, phone abonnement, nothing is happy with IKEA.",1
"Feb. 5, 2022",Worst IKEA experience I’ve had,Opzich niks mis mee met wat je hier koopt. Alleen is de kwaliteit achteruit gegaan t.o.v. prijs,1
"Feb. 4, 2022",Horrible and worst purchase,"Absolutely worst customer service. They messed up on my order, never delivered my Alex drawer. Wanted me to pay shipping again 70 dollars.  On top of it my order has yet to come!!!!!!  They now tell me that it won’t be here. First and last time ever ordering from them!!! They would of took advantage of me if I was a idiot and paid shipping twice especially for a item I didn’t get but paid for originally. I don’t recommend. I probably won’t ever order online from them again.  On top of the rude agents , nope!!!! Got my blood pressure high . Oh and to top it off, they stepped all over my boxed , muddy and slush!!!! And left the 1/2 desk outside & my disabled father had to drag it in. They didn’t even require surgery!!! So messed up.",1
"Updated Feb. 4, 2022",Atrocious Customer service,"I have the chair MILLBERGET. Its stand is made of the core and five arms screwed to the core on one side and having casters on another. After a visit of particularly heavy guest three of the arms were bent to the risk of completely breaking. I wanted to replace them so I contacted IKEA and below I present the excerpt of the chat with the ""Specialist Ellie"":========ElieHej, my name is Elie, how may I help you today?MEI have the chair MILLBERGET. Its stand is made of the core and five arms screwed to the core. they broke and I need to replace them.ELLIEOnly we can support with parts that have digit code MEthe arms have no numberElieHardware unfortunately we dont sell MEso, what are my options?ElieI am sorry in here you may need to buy new one , or check at the store if there is one at the AS IS section , MESorry, but is it a serious answer? In age of fighting pollution IKEA proposes to buy a new chair and put the fully functional to garbage?ElieI am sorry for that we dont sell hardware parts , we can only provide spare parts that has something to do with assembly , METhis is an approach that is regrettable. As I find it very un-eco, I will make this case known publicly.Elie I am sorry for that , Is there anything else i can help you with?MEthat was a simple task IKEA was not able to ""help me"". So, no.================So, do not fully believe in IKEA's ""eco"" approach. It works only when it suits their wallet.And now I am left with two options, none of them making too much sense. Either I keep the chair that can't be used while a small reparation would make it fully usable or I put my hand to further making this planet a pile of garbage.Super.WitoldAgent is typing",1
"Feb. 4, 2022",Extreme bad experience,"Bought an Ikea cooker with a 5-year guarantee. The cooker started turning itself off mid-cooking after a couple of years but we have a 5-year guarantee, they’ll fix or replace it and everything will be ok, right? WRONG!Firstly, the guarantee covers fixing it and NOT replacing it. Hotpoint will keep fixing it until your guarantee period runs out and then you will be left with a dud cooker that you have to keep paying to repair. In the meantime you will spend hours at home waiting for them to fix it...again (see below)Secondly, Hotpoint engineers are a nightmare to deal with. They don’t understand the cooker they are fixing. I was told the cooker was ‘just cooling itself down a bit’ when it was actually cool enough for me to put my hand on the inside of the oven. They order the wrong parts. One engineer didn’t turn up because he couldn’t find any parking and actually wrote that down as a reason for closing the repair case! They are an absolute joke! The cooker was not even that good to begin with, even when it was working - it cooks more on one side and is not very powerful.I will never buy a cooker from IKEA or Hotpoint again",1
"Feb. 3, 2022",Opzich niks mis mee met wat je hier…,Should have gone to anywhere else.No show for collection of items. No contact not even a call. Waited in all day. Earliest new date in two weeks time. No refund until after goods collected. Jokers.Ikea GB need to get their act together.,4
"Feb. 3, 2022",Absolutely worst customer service,"My orders arrived on time, service was great and staff was helpful. Thank you",1
"Updated Feb. 2, 2022","IKEA's ecological approach to their own products? NOPE, unfortunately","Online order-  1253970764  .Extremely disappointed with online ordering and there’s very little I can do about it as the only option is to speak to the customer service team who just fob you off. The way they do things seems completely stupid, if I order items online that are available then surely they should be then reserved for my order on my delivery date- well no they’re not. On the delivery day when they went to get my 17 items only 5 of them were available despite them knowing for 23 days they had to fulfil the order that I had paid for. That I had spent time saving for! And the only answer they have for this is they can re-order them and I’ll have to take another day off work and sit in the house waiting for another delivery in a weeks time, and the girl at customer services can’t even guarantee all the items will still be sent. Ive been told they might not be all in stock again on that date, so they will send what they have and I will have to call them again and re-order them again. I am speechless, how long is this going to go for. It’s not like it’s easy to get through to them as-well. Honestly pathetic. Don’t take a chance and give them your money, pick up in store if you need to. Looks like they take your money and hope you forget about it. They even sent me the dispatch notice on the morning saying all my items were being sent and in transit, if I hadn’t called them they would have left it. Worst of it all is I am sick so had arranged for someone to be here to help take delivery of my stuff today and assemble them, total waste of their time as well as mine. And now as I cleared out my room of my old sofa and countless other items I am now stuck sick as hell, sitting on the floor in my living room, with no guarantee I’ll even get my items if the rescheduled delivery date.",1
"Feb. 2, 2022",IKEA Appliance worthless 5 year guarantee,"The quality and customer service in ikea declined so much over the years. I have furnished the whole house from ikea from taps through kitchenware to furniture and have never had any issues over the years. But now their ""affordable"" products just fall apart and customer service is unprofessional and unhelpful. The askeby sofabed i purchased fell apart after only few months and ikea dont seem to honour their guarantee. The only option i have is hire a courier to return the sofa myself after already having paid 75€ for delivery. When contacting ikea with a query the reply i got was "" hi, thank you for your email."" I will not be shopping in ikea again. Badly made products and not worth the hassle.",1
"Feb. 2, 2022",Should have gone to anywhere else.,"The IKEA store in Lakeside is perfect and impeccably flawless/immaculate to the very highest degree when I visited in June 2008! Despite my visit being around about 14 years ago, I will always remember how impeccably perfect the team were-managers and customer service agents had the warmest of smiles and were very pleasant to be around. The layout of the store, products properly labelled and spotless. My mum and her family go to Wembley always saying how perfect, impeccably flawless and immaculate everything is!",1
"Jan. 31, 2022",My orders arrived on time,One of the absolute worst customer services experiences you could imagine. I booked an online kitchen consultation and waited three weeks for the next available date. I received no link or call and when I rang customer services I was told there was no record of my appointment in their system and I would have to wait another four weeks. No attempt whatsoever to rectify their mistake. Having read the other reviews on this site it looks like I have had a lucky escape.Go somewhere else for your kitchen!!!!!!!!!!!!,5
"Jan. 30, 2022",Don’t waste your money!,"One star and that's because is necessary otherwise none, Ikea refund is the worst company to deal with...if you don't have a receive you stuck with the merchandise, even doe the product has Ikea name everywhere, they will NOT give you credit.   Used to be my store I never returned.",1
"Jan. 30, 2022",The quality and customer service in…,Second post... Same order.  Due to arrive today... No SMSs... No delivery... No idea when this will arrive... Ikea what has happened to you!?,1
"Updated Jan. 30, 2022",ABSOLUTE PERFECTION GUARANTEED!!!,"continuously wrong delivery, impossible to get thru to customer service, they will cancel delivery without telling you anything - a pure disaster",5
"Jan. 29, 2022",One of the absolute worst customer…,"Badly organised waited 4 weeks for Kitchen, delivery didn’t arrived on the day. Customer services informed us the items were not in stock. No communication costed me day off plus one day labour for Kitchen fitters.",1
"Jan. 28, 2022",One star and that's because is…,whilst i do like the IKEA style putting their furniture together can sometimes be very time consuming,1
"Jan. 28, 2022",Second post..,"All of the below relates to orders for my new summerhouse. First IKEA did not deliver a part of my new kitchen. Secondly they can not find the missing part of my kitchen delivery. 5 plus phone calls to their customer service - no luck!Finally my kitchen is delivered, but the delivery crew handles the goods very roughly and the kitchen plate and sink is missing.The kitchen plate (which is 3,5mtr long) is then delivered wrongly at my home address and not the summerhouse.In addition I ordered 4 new beds. The delivery of these beds is a disgrace. The delivery crew did not call in advance. So they choose to dump 4 new beds like tilted dominos in my winter garden...! This the packaging obviously can not handled because it was just thrown off the back of the delivery van.To IKEA - get your processes together and please get a firm grip on your customer service.",1
"Jan. 28, 2022",continuously wrong delivery,"Not having a car, means deciding to buy on line certain things that require touching, seeing...Made a mistake in ordering a Jute rug, which was just a bit rough on feet. Had paid approx. £40.00 for delivery, for it and 2 other small items.Need to get IKEA to open up shops on the High Streets where many shops have closed down, and big spaces are available. Then we can get to it easily by public transport, and work out eco friendly delivery systems. My issue was resolved favourably.",1
"Jan. 28, 2022",Badly organised waited 4 weeks for…,"This is about the Warrington branch which various staff members are completely without any knowledge of the products they sell and the components needed, I’ve had to travel 20 mile round trips so many times because of bad advice and understanding of the products they sell. Also the inconsistency of customer service department having returned a very large amount of stock without packaging because they was the wrong products advised by Ikea staff who are the experts, they decided to revoke this because of no barcode on a product with the packaging  (I know Ikea policy on returns but they 99% of the time by pass this.) these people are inept and don’t understand customer care at all. I will never return, I said this a couple of years ago but I mistakenly thought things might be better after covid, I was completely wrong. This is a company that has no idea about customer relations with people that spend a lot of money with the business they have.",1
"Jan. 28, 2022",whilst i do like the IKEA style putting…,"Just awful! I spent a large amount of money as revamping entire dining & living space. Have only shopped in store with IKEA before but due to the size of furniture this time, thought it would be much easier to use online. How wrong was I?! Placing the order was simple enough, had a few weeks to wait  for delivery but that was expected. Then delivery day arrives and it's just one problem after another. Lies or misinformation from customer service on the phone when trying to find out where our delivery driver is. Received tracking texts that were irrelevant. Told to stay in till 7pm despite delivery due at 10am. Suffice to say was not happy when it transpired delivery was NOT coming that day at all. Then after that it was late again, missing parts of sofas, damaged table and chair. More mess around from customer service. On and on. I only offer 2 stars instead of 1 as my furniture looks good now I've built it all and 1 agent, out of all those I've had to call and email, was very helpful. I will not be shopping there again, which is sometimes an empty threat from moaning old men but I'm an angry young(ish) woman who really means it.",4
"Jan. 27, 2022",Worst customer service ever...arrogance is a small word,"The Worst!Our order was cancelled the day before delivery after a months wait. Tried calling to find out why and they hung up on us, we called again and the same guy hung up on us again. Will not be shopping with Ikea again.",1
"Updated Jan. 30, 2022",IKEA open up shops in towns and cities please!,Another company on the black list. Their decision to not pay staff when they are poorly and unjabbed is one that will come back to haunt these companies. All of them.,4
"Updated Jan. 27, 2022",This is about the Warrington branch…,"Terrible customer Service on the phone and in store. Especially the Fürth, Nuremberg Store.",1
"Updated Jan. 26, 2022",Just awful,"Dreadful customer service.  Ordered items online but couldn't be in on the first available day.  Selected next day for delivery.  Email comes through giving the first day for delivery.  Went online to change to my preferred day again.  Confirmed online.  Goods turned up on their first day!!   Luckily I was in when they came, but one of the badly packed heavy items was out of its box and damaged.  Delivery company reluctantly accepted that the item would be returned.  Called Ikea to ask them to send a replacement but was told there was nothing they could do until the item was physically back with them.  They suggest it would be at least a week to get a replacement.  Having paid £15 delivery I'd expect them to get the return info from DPD and immediately order a replacement.   Failed online service for delivery date, poor packaging of heavy items, mistrustful customer 'service' - not what I'd expect from an international brand!",2
"Jan. 26, 2022",The Worst!,"Damaged my property during delivery, lied about it, ignored the clear cut evidence I provided. Seemingly no eway to escalate. CS worst Ive ever experienced. No way to speak to a human. Several days between email replies. Don't bother answering the questions you ask or provide the information you request. Absolutely pathetic, in almost every way. Have an Ikea kitchen and tonnes of ikea furniture. Spent thousands through the years, yet thery are happy to jusy call me a liar. Whatever happened to honesty and admitting one's mistakes? Shocking....",1
"Jan. 25, 2022",Another company on the black list,The worst customer service ever. Just got through to someone at IKEA after several attempts but was then put on hold. Waiting for ages and then automated messages suddenly asks me to leave a message or to ring back...wanted to leave a message but couldn't. Absolutely useless. Won't be buying from IKEA again if this is what you have to put up with!!!!,1
"Jan. 25, 2022",Terrible customer Service on the phone…,"I bought a Smastad loft bed online - really bad experience. I got the first box out of 6 damaged. Then, they asked me to check all others for damage instead of just changing them. The boxes are massive, so had to put them on the carpet, potentially damaging the carpet. I asked them when they could collect it, and they told me first it costs the shop 40GBP so they could only came once and hence why i had to check. After waiting ten minutes on the phone to check when they could collect it, they hang up on me. Then in second call i realised it was because there was no collection possible so i had to go to the shop (a 40 min drive), and i guess he didnt want to tell me that.",1
"Jan. 25, 2022",Dreadful customer service,"Shocking after sales support. I spent £500 on a PAX wardrobe system which took 3 weeks to be delivered, 6 hours to build, to find one of the doors was damaged, 1 of the hinges was bent, and one of the drawers was damaged and extremely poor quality. There is no help available. A chat bot? Unhelpful. No email support. Unable to make a claim online. When I called I was held in a queue for ages and when I did eventually get through to someone they said Hello how can I help then that was it no other communication so had to drop the call I am fuming. I can’t take the products back to store because they don’t the replacement in stock. Fuming. How do I get help?",1
"Jan. 24, 2022",Rock bottom customer service,We had to wait a month for our bed to arrive only to realise there was a missing part and were told we'd have to wait another month to get it!!,1
"Jan. 24, 2022",The worst customer service ever,Terrible order and processing team and delivery is completely disconnected in communications - delivery messed up 4 times and then I received a cancelled order because my paid for items were no longer in stock. So they gave away the product I had paid for a month previous!!,1
"Jan. 23, 2022","buy cheap, buy twice / poor quality - poor sevice",Very unprofessional customer service and even worse the delivery company they deal with Dpd. Never again will I order something online from Ikea.,1
"Jan. 23, 2022",Shocking after sales support,Just terrible customer service. Thank you for ruining my day. Also missing parts for the kitchen that was already installed. They say they will send it but no idea when it will be back in stock.,1
"Jan. 23, 2022",We had to wait a month for our bed to…,"I placed an order on the IKEA website and because they were unable to deliver all of the items, I elected to pick up my items from the closest IKEA to me. They gave me an option of three times slots: I chose 8pm - 9pm. I drove for 40 minutes (each way) and paid a $16 dollar toll (each way) to arrive at IKEA at 8:30; well within the window they provided. When I got to the door it was locked and there was a sign on the door saying that they have ""Winter Hours"" and they close at 8pm during the winter. So ... within the window they game me to pick up my items, they were closed. I called customer service from the parking lot. I explained the situation to the woman who answered. She put me on hold for 6 minutes and then hung up. I called back. Someone else answered. I explained the situation and they hung up while I was speaking. I drove home and tried the chat. I chatted with a rep named Judith -- she chatted with me for quite a while and then told me there was nothing she could do and that should call the customer service number. When I told her I had already tried that, she told me to try the chat again in the morning and talk to the ""concern team."" I will give this a try tomorrow, but am very skeptical that a ""concern team"" actually exists. It's shocking to me that a company this large has such abysmal customer service.",1
"Jan. 22, 2022",Terrible order and processing team and…,"Appalled and disgusted to learn that Ikea have joined rank with Morrisons, Ocado and Next in docking their employee's sick pay if they have chosen not to take part in this experimental drug trial.Discriminatory, unethical and immoral only begins to cover this behaviour!!Will not be shopping here again unless this madness is revoked!!Shame on you Ikea!!!!",1
"Updated Jan. 22, 2022",Very unprofessional customer service…,"Purchased my kitchen from ikea. Missing abs broken items. 5 months later I still don’t have what I need to compete the job. Awful customer service, I’m never able to reach anyone.",1
"Jan. 21, 2022",Just terrible customer service,Ikea have never been a moral company. All my experiences with them have been terrible and recently experienced poor customer service again. There are many deciding factors in my where I shop and whether a company has good ethics. Ikea have now told me they are a discriminatory company and I will never shop there again. Perhaps they will also like to cut pay to those who are off with chest infections if they are a smoker? Where does it end?,1
"Jan. 21, 2022",IKEA store closed during window they requested I pick up my items,"I will not be shopping at Ikea Gateshead no more due to their stance on unvacinated staff, I've actually just purchased a chair from Gumtree for £160 because I didn't want to get it at Ikea, it's a shame as I've been shopping there since it opened (30 years)",1
"Jan. 20, 2022",Shocking!!,Why can't ikea add live stock updates on a live channel? Spending 30 minutes trying to update the cart because the actual stock update comes through at the check out. Abysmal,1
"Jan. 19, 2022",Purchased my kitchen from ikea,"I will never shop in Ikea again, this discrimination should never be allowed",1
"Jan. 18, 2022",Ikea have never been a moral company,"Our IKEA ordeal – Paramus, NJ store1.	October 30, 2021 we drove the 2 hours from our house and purchased the MORABO Loveseat GRANN/BOMSTAD White with MORABO Metal legs for $829.00.2.	We wanted the SOFA too for $849.00, but were told that none will be in stock until January 2022. 3.	We signed up a few times to the automatic notifications regarding the SOFA stock status, every time the service expired, we signed up again.4.	The happy notice came in, it is in stock!5.	January 4th and 5th: Tried to purchase it online for $849.00 and then come to pick it up, could not! Why? On the chat I was told that if the inventory is less that 5 then no Online orders can be done. 6.	I called customer service at the store, after numerous calls we finally had a live person on the phone who confirmed that an online purchase can not be done. He also added that he cannot take the order on the phone or hold it last one in stock until the next day.7.	January 6th: We live 2 hours away! We rented a trailer and drove and waited outside until the store opened hoping we can get it.8.	We did, the last one was available! BUT…9.	The price changed from $849.00 to $1099.00!!! See order #40358225110.	On line it was $849.00 but we could not place the order due to your rules but to come down and pay another $250.00 was OK?",1
"Jan. 17, 2022",you  suck / sooooooo bad,"Disgusting company who try to coerce unvaccinated staff to take a medical procedure they don't want, and have the right to do so.Will never buy from them again!",1
"Jan. 17, 2022",I will not be shopping at Ikea…,"I bought 6 items from IKEA an I kid you not it came in 15 boxes! Their furniture was difficult to put together, the screws didn't fit, there were parts missing and the ""slot in"" cabinets didn't slot in and the backs of them were too small. The recommended cube storage for the cube units were also too big! Not impressed. Spent over half a grand and nothing to show but wonky, cheap looking furniture that doesn't function. I will never shop here again.",1
"Jan. 17, 2022",Why can't ikea add live stock updates…,"Stopping sick pay for staff who refuse to take an experimental gene therapy with ingredients such as graphine oxide, PEG and many other toxic substances is against the nurenberg code.  I will never step foot in IKEA again.",1
"Jan. 17, 2022",I will never shop in Ikea again,"I bought an IKEA kitchen, and sadly have had a terrible experience. In store service was fine, (although they should take more care when placing an order as there were extras in that we had asked to be removed) but the delivery / customer services were appalling. My booking was taken no problem but then the distribution team emailed saying parts were missing so they couldn't process it. For a few days after however I had the sales team calling telling me to pay for it. The third sales guy that called told me everything was now available and I should pay to reserve it so I did.You don't get contacted you just get emails with delivery dates booked sent to you, they don't check you can make the date or explain why you have several you just receive emails saying it's booked for delivery with no communication of install. There is no direct number to this team you have to email them but they never respond and if you call customer service they don't know what is happening. We received 2 delivery dates, one of which I am not in the country for so I rang the kitchen customer service team and asked then to change it. Instead she cancelled the whole order without asking at which point we lost our hold on the kitchen but did not know. They couldn't accommodate a simple date swap so in the end we had it rebooked for the same dates again. The installation guy was not notified instead he was texting me the customer for updates on our order due to lack of communication from IKEA.On the 23rd of December just before Xmas and 2 weeks before the majority of our kitchen was set to arrive we received an automated email saying our order had been cancelled and refunded. No forward warning no explanation. I called customer services who informed me they were missing some of our doors! So they have refunded us because they didn't have them but still intended on delivering the rest of the kitchen with no update on stock availability. When I asked what would happen the response I  got was you have to keep an eye out for them coming back on the website!! The customer has to actively look out for kitchen doors to match the kitchen ordered bearing in mind I hadn't received any info on what doors had actually been refunded either. Alternatively I could go in store and pick other doors. So now I am having a black kitchen delivered with 3 missing doors and I can pick some green ones instead, perfect! We went into store to complain who when looking at the account explained that the customer service lady who cancelled the order had in effect lost our doors. They were not surprised in fact they were used to it so this terrible delivery and customer service team that IKEA have is very much a known thing yet they do nothing about it. Our whole kitchen had to be cancelled 2 weeks before arrival and we spent Xmas searching for a new one and someone to install. We are still waiting on part of our refund 3 weeks later. We have had all the electrics and pipes changed to the IKEA spec as requested by the installation guy and now have to have it redone for the new kitchen, an expense IKEA was meant to pick up but heard nothing yet. It has been an awful experience, complicated and mis-informed from the start. The customer service team are by far one of the worst I have ever had to deal with and when you ask to talk to a manager they won't speak to you. We have completely lost faith in IKEA.",1
"Jan. 16, 2022",Our IKEA ordeal,"No more gristle balls, scrag end sausages, cheap wobbly chipboard furniture and half hour waits at tills for me - we neither want nor accept discrimination in this country.  Ikea is doing the regime's dirty work for them, I hope they're proud of themselves",1
"Jan. 16, 2022",Disgusting company who try to coerce…,"Hung up on 4 times while calling Ikea Customer Service.We bought a Alex draw unit and it was damaged and had drawers with mis aligned bolt holes making it impossible to put together.Was hung up on 4 times.(twice by the same agent, I noted all their names) finally on the 5th call. I managed to speak with Josh, a very good agent who didnt hang up on me and resolved my complaint. A disgrace!",1
"Jan. 15, 2022",Don't waste your money,Having seen that IKEA have withdrawn sick pay from employees declining a trial vaccine is discrimination . This is medical apartheid and does not belong in modern society . I have cut up my account card and will never shop in an ikea store again. I can do without any stores implementing this tyrannical behaviour.  Can they do without customers??,1
"Jan. 15, 2022",Medical apartheid,"DO NOT SUPPORT THIS NAZI VENTURE. This company by refusing sick pay for the unvaccinated, has shown it's true colours. I will NEVER buy from IKEA again. They are the lowest of the low and deserve to go out of business.",1
"Jan. 15, 2022",IKEA kitchen disaster,Selection. Fascism. IKEA,1
"Jan. 15, 2022",No more gristle balls,We will not forget!The tacky veneer of employee discrimination really does affect Ikea products. If you treat someone differently because they possess different characteristics to other members of staff you could be acting unlawfully.,1
"Jan. 14, 2022",Hung up on 4 times while calling Ikea…,"Really bad experience at Ikea. Quality has gone down hill, like their policies!",1
"Jan. 14, 2022",Discrimination against staff / medical apartheid …,I will never shop at a company that discriminates,1
"Jan. 14, 2022",DO NOT SUPPORT THIS NAZI VENTURE,"Bought a new office desk for my daughter, it works OK but it took days to put together, fortunately I was able to call in the help of a neighbour who was abble to finish it off for me. Good value, but the value is in the need to DIY.",1
"Jan. 13, 2022",1939,"Discriminatory company who treat unvaccinated staff like the untermensch. Fascism should never be tolerated! Also, their furniture is cheaply made crap. I'll never buy from them again.",1
"Updated Jan. 13, 2022",We will not forget!,Terrible Goods never came Refunds never came Terrible customer service,1
"Jan. 13, 2022",Really bad experience at Ikea,"If there was a zero I would pick a zero for the rating , the customer service is the worst in the sunrise location. This Spanish lady treats customers so poorly she is not fit to work with people instead of calming down a customer she insults the customers, I wish I had her name but I did not have time to get it.  In general this is the store with the worst customer experience I ever had! I would never return to this store. This customer service employees need serious training on how to deal with the customers. They have zero training and think they still leave in their countries. Train your staff on how to talk to customers",1
"Jan. 13, 2022",I will never shop at a company that…,My experience there was bad produce was not fresh poultry and beef look an smell bad expired breads an milk so for all those employees being told your pay will be cut an your sick cut because you won't get vaccinated stand up fight you can't be force boycott them an go on strike shut this corporate companies down they need us in order to survive 🤔,1
"Jan. 13, 2022",Bought a new office desk for my…,"If the option for -zero ⭐️ was available I’d pick it. Just hopeless, woeful and pointless. It’s taken a year to sort out a refund. They make promises to call you and it never happens. I had to call them repeatedly to chase and explain what has been done already The left hand certainly does not even know there is a right hand. I will never knowingly buy a thing from IKEA again.",3
"Jan. 13, 2022",Discriminatory company who treat…,big big hate for this scum company I will never step foot in there store again..freedom...,1
"Jan. 12, 2022",Terrible,"Worst experience of my life, will never shop here again!! Far better quality furnishings out there!!",1
"Jan. 12, 2022",If there was a zero I would pick a zero…,Shame on your company for discriminating against people who decide not to have a vaccination . You can still get covid and transmit it even if your jabbed! Look at  history with what happened to the Jews,1
"Jan. 12, 2022",My experience there was bad produce was…,"I have spent 20 years buying from Ikea, furnishing bedrooms etc but after their stance on the unvaccinated, I will never shop there again and nor will my grown up family or friends.  Good riddance.  I hated their silly arrows on floor anyway taking ages to get around. Everything falls apart as well so I’ve had a lucky break",1
"Jan. 11, 2022",If the option for -zero ⭐️ was…,"If I could give zero stars I would. I will never shop at a company that discriminates. After hearing their stance on unvaccinated employees my first thought was that you've shown which side you would have chosen in nazi Germany. Shame on you IKEA, I now hope you go out of business",1
"Jan. 11, 2022",big big hate for this scum company I…,"Over the last twenty years my wife and I have relocated several times and each time we have done the majority of our  costly furniture upgrades etc at Ikea and this recent move was no different. We bought among other items four wardrobes , at the order desk I asked for internal storage baskets but they were out of stock but I was encouraged to buy the runners for them as the baskets were due in “ a week”. I returned a week later then another couple of weeks later and so on.. this began last August 2021. I finally decided to change my planned wardrobe design in favour of shelves which were available. Shelves installed I returned to Ikea  with the basket runners as they were now no longer needed but. Ikea do not refund or give credit notes nor allow an exchange without proof of purchase ( receipt). Even though the items were still in their original wrapping. Let me conclude this with one completely accurate and heartfelt punchline .. IKEA’S CUSTOMER CARE STOPS AT THEIR FRONT DOOR. Ikea you’ll never see our face in your store again and I’ll promote this thought to anyone who’ll listen.",1
"Jan. 11, 2022",Worst experience of my life,I will never shop in IKEA again over treatment of their employees who choose not to vaccinate. People get Covid whether they are vaccinated or not and should be we treated equally. Shame on you IKEA.,1
"Jan. 11, 2022",Discrimination,"Ikea delivered the wrong couch. We had ordered grey fabric and they delivered white leather. At time of delivery we asked if there was anythign to sign/review together like used to be the process and the delivery team told us 'no we don't do that anymore because of COVID.' Less than 5 minutes after they had left our house we realized the mistake and called the delivery team but they told us they weren't allowed to come pick up merchandise after drop off and we had to call the store. Called the store and they told us they were so understaffed that no one could handle support calls and we should call again the next day. Tried online chat and they said we needed to call the store. Called the store the next day and finally got someone who said we would have to drive the couch, which was a truckload of large boxes too heavy for us to carry and too large to fit in our cars, in order to get a refund. This is for THEIR mistake. We finally did a chargeback with our credit card company after going around in circles and getting no help for Ikea (all while our living room was filled with huge boxes for an unwanted couch and by the way, we had no couch because we had gotten our old one picked up for charity before the new couch's delivery) and Ikea send a HUGE packet of falsified 'documentation' about our case. Meaning they spent more time than they were willing to spend with us to resolve the issue to make sure they got their money back from our bank. I will never shop at Ikea again. We gave the couch away to a friend who paid for movers and a delivery truck and we are eating the cost.",1
"Jan. 11, 2022",Never shopping there again after their stance on the unvaccinated,"Wow, talk about being a company who do not support choice. What next only allow people with a certain hair colour?",1
"Updated Jan. 11, 2022",If I could give zero stars I would,Nothing else to say. Just kinda good service and cheap products,1
"Jan. 10, 2022",Over the last twenty years my wife and…,"Bin happy, so macht shopping spass!",1
